YYYYMMDD,DOY,TEMP,RHUM,RAIN,LAT,LON
2000-10-05,279,26.74,80.09371185302734,0,14.6774,121.25562
2000-10-06,280,26.47,80.9285659790039,0,14.6774,121.25562
2000-10-07,281,25.14,87.489166259765625,17.28415298461914,14.6774,121.25562
2000-10-08,282,24.93,88.46582794189453,83.61140441894531,14.6774,121.25562
2000-10-09,283,25.72,83.79044342041016,0,14.6774,121.25562
2000-10-10,284,25.02,86.7752914428711,0,14.6774,121.25562
2000-10-11,285,26.06,84.848663330078125,0,14.6774,121.25562
2000-10-12,286,27.18,78.17265319824219,15.867506980895996,14.6774,121.25562
2000-10-13,287,25.56,85.98995208740234,31.735013961791992,14.6774,121.25562
2000-10-14,288,26.15,85.04217529296875,15.867506980895996,14.6774,121.25562
2000-10-15,289,26.25,82.4228286743164,15.867506980895996,14.6774,121.25562
2000-10-16,290,24.29,91.573486328125,71.9373550415039,14.6774,121.25562
2000-10-17,291,26.14,84.21882629394531,13.702354431152344,14.6774,121.25562
2000-10-18,292,26.56,84.8329086303711,11.989559173583984,14.6774,121.25562
2000-10-19,293,26.23,84.22589874267578,13.702354431152344,14.6774,121.25562
2000-10-20,294,26.44,82.92463684082031,11.989559173583984,14.6774,121.25562
2000-10-21,295,25.93,85.39435577392578,48.086917877197266,14.6774,121.25562
2000-10-22,296,26.25,83.840545654296875,0,14.6774,121.25562
2000-10-23,297,26.37,82.342498779296875,0,14.6774,121.25562
2000-10-24,298,26.4,81.06993103027344,0,14.6774,121.25562
2000-10-25,299,26.74,79.04114532470703,0,14.6774,121.25562
2000-10-26,300,25.59,85.2610092163086,57.589107513427734,14.6774,121.25562
2000-10-27,301,25.29,86.82946014404297,70.5466537475586,14.6774,121.25562
2000-10-28,302,23.58,93.70088958740234,70.5466537475586,14.6774,121.25562
2000-10-29,303,24.55,92.04405975341797,50.390472412109375,14.6774,121.25562
2000-10-30,304,24.51,90.185821533203125,12.07014274597168,14.6774,121.25562
2000-10-31,305,24.74,91.22930145263672,0,14.6774,121.25562
2000-11-01,306,26.97,77.95030975341797,0,14.6774,121.25562
2000-11-02,307,23.99,90.80777740478516,182.71737670898438,14.6774,121.25562
2000-11-03,308,24.31,89.09667205810547,22.839672088623047,14.6774,121.25562
2000-11-04,309,26.23,82.003814697265625,45.679344177246094,14.6774,121.25562
2000-11-05,310,26.6,81.1784896850586,22.839672088623047,14.6774,121.25562
2000-11-06,311,26.99,81.22193908691406,30.296751022338867,14.6774,121.25562
2000-11-07,312,27.07,80.97254943847656,17.312429428100586,14.6774,121.25562
2000-11-08,313,26.95,79.711456298828125,0,14.6774,121.25562
2000-11-09,314,27.2,80.37445068359375,0,14.6774,121.25562
2000-11-10,315,26.96,77.503753662109375,0,14.6774,121.25562
2000-11-11,316,26.47,80.202117919921875,67.06085968017578,14.6774,121.25562
2000-11-12,317,25.99,81.52075958251953,0,14.6774,121.25562
2000-11-13,318,26.33,79.6161880493164,0,14.6774,121.25562
2000-11-14,319,25.27,84.54302215576172,11.943982124328613,14.6774,121.25562
2000-11-15,320,26.53,81.8141098022461,12.264052391052246,14.6774,121.25562
2000-11-16,321,26.88,80.0906982421875,27.064468383789062,14.6774,121.25562
2000-11-17,322,25.76,80.09520721435547,0,14.6774,121.25562
2000-11-18,323,26.23,80.823974609375,0,14.6774,121.25562
2000-11-19,324,26.25,82.53539276123047,0,14.6774,121.25562
2000-11-20,325,26.33,81.1176528930664,0,14.6774,121.25562
2000-11-21,326,26.26,81.405517578125,41.226619720458984,14.6774,121.25562
2000-11-22,327,26.49,77.81209564208984,0,14.6774,121.25562
2000-11-23,328,26.54,78.00364685058594,41.226619720458984,14.6774,121.25562
2000-11-24,329,25.94,81.56134796142578,0,14.6774,121.25562
2000-11-25,330,26.03,80.83673858642578,0,14.6774,121.25562
2000-11-26,331,26.85,76.71379089355469,0,14.6774,121.25562
2000-11-27,332,25.59,81.78144836425781,0,14.6774,121.25562
2000-11-28,333,24.55,84.64586639404297,0,14.6774,121.25562
2000-11-29,334,25.77,76.49275970458984,29.7895450592041,14.6774,121.25562
2000-11-30,335,24.77,74.35686492919922,49.64923858642578,14.6774,121.25562
2000-12-01,336,24.36,86.031829833984375,170.4926300048828,14.6774,121.25562
